"","team","GM","projected_position","avgheight","avgweight","avgbroad","avgarm","avgfourty","avgten","avgthree","avgshuttle","avgvert","minheight","maxheight","minweight","maxweight","minbroad","maxbroad","minarm","maxarm","minfourty","maxfourty","minten","maxten","minthree","maxthree","minshuttle","maxshuttle","minvert","maxvert","players"
"108","GB","Brian Gutekunst","C",76.8,307.4,118,32.45,5.12,1.73,7.32,4.47,33,76.2,77.1,303,310,118,118,32,33.2,4.94,5.5,1.63,1.95,7.32,7.32,4.47,4.47,33,33,3
"109","GB","Brian Gutekunst","CB",71.4,194.9,125.51,31.62,4.42,1.54,6.85,4.14,36.83,70.2,74,184,205,116,128,30.9,32.8,4.34,4.63,1.5,1.62,6.71,7.19,3.98,4.36,30.5,39,7
"110","GB","Brian Gutekunst","DI",75.1,304.4,109.74,32.75,4.91,1.67,7.54,4.67,29.45,74.6,77.1,287,333,102,113,31.5,34.5,4.77,5.49,1.6,1.84,7.32,7.91,4.37,5,26.5,35.5,6
"111","GB","Brian Gutekunst","ED",76.5,273.6,118.85,34.24,4.63,1.61,7.2,4.35,34.86,75,77.1,250,277,115,131,33,34.8,4.45,4.87,1.55,1.68,7.02,7.51,4.29,4.54,31,40,6
"112","GB","Brian Gutekunst","G",76.6,312.3,106.92,33.12,5.18,1.79,7.71,4.73,29.85,76.1,77,306,321,97,110,32,34,5.08,5.33,1.77,1.84,7.55,7.86,4.62,4.88,28,33.5,5
"113","GB","Brian Gutekunst","HB",71.7,235.9,130.17,31.63,4.54,1.63,7.15,4.21,39.39,70,72.4,212,247,122,131,30.5,32.2,4.51,4.57,1.6,1.64,7,7.19,4.16,4.35,36,41,4
"114","GB","Brian Gutekunst","LB",75.2,238.1,124.48,32.75,4.54,1.59,6.9,4.27,34.36,73.2,75.8,227,241,121,131,30.2,34,4.51,4.61,1.59,1.62,6.82,7.26,4.15,4.39,32,39.5,5
"115","GB","Brian Gutekunst","QB",75.4,222.7,117.56,32.4,4.71,1.64,7.13,4.46,34.39,74,75.8,218,224,116,118,31.6,32.6,4.59,4.74,1.6,1.65,6.84,7.21,4.25,4.52,30.5,35.5,2
"116","GB","Brian Gutekunst","S",71.3,201.3,126.92,31.22,4.37,1.56,7.07,4.17,39.45,70.8,74.9,198,230,126,136,31,33.4,4.36,4.52,1.55,1.56,7.03,7.5,4.14,4.46,39,39.5,3
"117","GB","Brian Gutekunst","T",77.2,311,104.93,33.63,5.13,1.73,7.73,4.72,28.62,77.1,77.6,310,313,104,107,33.4,33.8,5.11,5.14,1.7,1.75,7.34,7.91,4.64,4.75,28,30,3
"118","GB","Brian Gutekunst","TE",76.6,250.6,119.5,32.34,4.68,1.62,7.12,4.35,34.38,74.4,78,242,254,113,125,31.6,32.8,4.61,4.75,1.54,1.7,7.08,7.19,4.29,4.41,31.5,36,4
"119","GB","Brian Gutekunst","WR",73.5,203.1,126.13,31.77,4.46,1.56,6.9,4.22,35.45,69.5,76.8,187,214,120,136,30.4,33,4.36,4.62,1.45,1.65,6.56,7.07,4.04,4.32,30.5,39,10
"120","HOU","Nick Caserio","C",75.4,302,102.8,32.87,5.24,1.8,7.79,4.8,31.5,75,77,301,306,102,106,31.4,33.2,5.22,5.33,1.79,1.82,7.75,7.96,4.73,4.82,29.5,32,2
"121","HOU","Nick Caserio","DI",74.7,302.1,108.09,32.77,5.02,1.73,7.35,4.45,31,73.5,75.4,301,304,105,110,32,33.2,4.94,5.15,1.68,1.81,7.33,7.39,4.41,4.51,31,31,2
"122","HOU","Nick Caserio","ED",76,257,120,33.12,4.73,1.68,7.43,4.53,34,76,76,257,257,120,120,33.1,33.1,4.73,4.73,1.68,1.68,7.43,7.43,4.53,4.53,34,34,1
"123","HOU","Nick Caserio","G",75.9,323,102,34.12,5.24,1.76,NA,5.12,26,75.9,75.9,323,323,102,102,34.1,34.1,5.24,5.24,1.76,1.76,Inf,-Inf,5.12,5.12,26,26,1
"124","HOU","Nick Caserio","HB",69.6,218,119,30.75,4.59,1.58,7.53,4.46,34.5,69.6,69.6,218,218,119,119,30.8,30.8,4.59,4.59,1.58,1.58,7.53,7.53,4.46,4.46,34.5,34.5,1
"125","HOU","Nick Caserio","LB",73.6,243.1,126.1,33.21,4.57,1.59,6.87,4.26,33.48,72.5,74,220,253,116,132,30.9,33.9,4.44,4.65,1.53,1.64,6.87,6.87,4.12,4.4,32,34.5,4
"126","HOU","Nick Caserio","QB",75,214.7,110,32.34,4.82,1.74,6.96,4.4,32,75,75,214,217,110,110,31.4,32.6,4.82,4.82,1.74,1.74,6.96,6.96,4.4,4.4,32,32,2
"127","HOU","Nick Caserio","S",71.8,192.5,121.12,30.63,4.45,1.55,6.91,4.19,37.36,70,72.2,190,198,119,123,30.6,30.8,4.43,4.46,1.5,1.56,6.74,6.98,4.18,4.19,35,38.5,3
"128","HOU","Nick Caserio","T",77,321,109,34.38,5.08,1.73,NA,4.99,28.5,77,77,321,321,109,109,34.4,34.4,5.08,5.08,1.73,1.73,Inf,-Inf,4.99,4.99,28.5,28.5,1
"129","HOU","Nick Caserio","TE",76.4,251.9,116.44,33.26,4.8,1.67,7.33,4.5,31.44,74.5,78.8,247,258,116,117,32.9,33.8,4.69,4.94,1.59,1.76,7.33,7.33,4.5,4.5,31,32,2
"130","HOU","Nick Caserio","WR",72,188.2,122.87,31.5,4.45,1.53,6.81,4.3,37.15,69,76.1,164,215,116,125,30.5,34.1,4.42,4.53,1.5,1.55,6.78,6.91,4.29,4.35,36,37.5,4
"131","IND","Chris Ballad","C",76.2,306,110,31.88,4.91,1.73,7.76,4.62,29.5,76.2,76.2,306,306,110,110,31.9,31.9,4.91,4.91,1.73,1.73,7.76,7.76,4.62,4.62,29.5,29.5,1
"132","IND","Chris Ballad","CB",73.2,198.1,125.06,32.62,4.51,1.57,6.92,4.16,37.73,69.6,75,170,211,118,138,30.8,34,4.28,4.59,1.48,1.6,6.63,7.31,4.01,4.47,32,42,8
"133","IND","Chris Ballad","DI",75.4,302.3,113.72,33.44,4.82,1.69,7.43,4.5,31.32,74,76.5,282,347,106,125,31.9,34,4.49,5.14,1.61,1.74,7.13,7.71,4.26,4.75,26,37.5,5
"134","IND","Chris Ballad","ED",75.6,259.6,121.99,33.74,4.62,1.62,7.07,4.31,35.37,74,77,224,276,114,134,33,35.2,4.52,4.7,1.57,1.66,6.84,7.3,4.24,4.42,31.5,40,9
"135","IND","Chris Ballad","G",77,323.5,105.12,33.66,5.23,1.79,7.66,4.62,26.74,74.9,78.4,307,325,98,115,32.5,33.8,5.13,5.33,1.78,1.81,7.65,7.77,4.53,4.78,26.5,31,3
"136","IND","Chris Ballad","HB",70.3,215,121.74,31.01,4.43,1.54,7.04,4.29,35.92,68.4,72.6,198,226,117,125,30.1,32,4.38,4.53,1.52,1.56,6.9,7.18,4.24,4.38,35.5,37,5
"137","IND","Chris Ballad","LB",73.3,234.8,120.43,33.31,4.65,1.64,7.19,4.3,35.45,72,74,221,239,116,122,30.4,34.5,4.58,4.7,1.55,1.69,6.97,7.25,4.22,4.46,30.5,38,6
"138","IND","Chris Ballad","QB",76.1,240.5,125.07,32.64,4.53,1.57,7.41,4.67,38.17,73.1,77.9,220,244,110,129,30.4,32.9,4.43,4.89,1.53,1.73,7.15,7.5,4.44,4.75,27.5,40.5,3
"139","IND","Chris Ballad","S",72.2,204.3,125.76,31.58,4.44,1.55,6.94,4.16,37.4,70.6,73.8,187,213,118,130,30.2,32.2,4.34,4.52,1.46,1.64,6.75,7.15,4.02,4.21,34.5,41,7
"140","IND","Chris Ballad","T",78.8,314.2,112.62,33.17,5.17,1.76,7.72,4.74,31.96,77,80.4,302,353,92,123,32.2,34.9,4.89,5.58,1.68,1.91,7.44,8.31,4.49,5.21,23.5,37,6
"141","IND","Chris Ballad","TE",76.9,255.1,124.15,33.14,4.62,1.59,7.07,4.37,36.73,73.4,79.1,239,269,120,129,32.2,34.1,4.54,4.76,1.57,1.62,6.95,7.31,4.33,4.52,35,37.5,4
"142","IND","Chris Ballad","WR",73.7,206.9,128.06,32.43,4.45,1.55,6.97,4.19,38.49,69,77,171,226,115,135,30.4,34.2,4.31,4.54,1.46,1.65,6.71,7.28,4.03,4.38,33.5,42.5,8
"143","JAX","Trent Baalke","C",76.1,307,102,33.12,5.21,1.77,7.75,4.95,24,76.1,76.1,307,307,102,102,33.1,33.1,5.21,5.21,1.77,1.77,7.75,7.75,4.95,4.95,24,24,1
"144","JAX","Trent Baalke","CB",72.2,193.5,124.09,31.54,4.42,1.56,7.07,4.36,35.91,69.5,73,183,203,119,132,30.1,32,4.37,4.55,1.53,1.63,6.82,7.27,4.11,4.45,34,40,5
"145","JAX","Trent Baalke","DI",74.1,305.2,104.17,32.47,4.99,1.75,7.75,4.42,29.06,74,74.1,305,306,101,105,32.4,32.5,4.97,5.07,1.73,1.82,7.68,7.77,2.88,4.83,25.5,30,2
"146","JAX","Trent Baalke","ED",76.6,268.5,122.21,34.77,4.6,1.59,7.07,4.37,34.61,73,77.6,237,279,116,129,32.4,35.5,4.47,5.11,1.54,1.77,6.89,7.82,4.32,4.75,28.5,36.5,4
"147","JAX","Trent Baalke","G",75,304,108,33,5.11,1.9,7.9,4.71,29,75,75,304,304,108,108,33,33,5.11,5.11,1.9,1.9,7.9,7.9,4.71,4.71,29,29,1
"148","JAX","Trent Baalke","HB",70.6,214.7,123.97,31.24,4.48,1.55,NA,NA,32.61,70.1,72,210,222,118,128,30.2,32,4.41,4.59,1.54,1.56,Inf,-Inf,Inf,-Inf,29.5,33.5,3
"149","JAX","Trent Baalke","LB",74.2,236.7,127.13,32.49,4.65,1.59,7.06,4.28,36.88,72,74.8,232,239,126,129,31.6,33,4.63,4.66,1.58,1.61,7.06,7.06,4.28,4.28,35,40,3
"150","JAX","Trent Baalke","QB",77.6,213,NA,31.5,NA,NA,NA,NA,NA,77.6,77.6,213,213,Inf,-Inf,31.5,31.5,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,1
"151","JAX","Trent Baalke","S",73,210.8,118,32.39,4.52,1.55,7.18,2.83,31,72.6,74,198,216,118,118,32.1,32.5,4.52,4.52,1.55,1.55,7.18,7.18,2.83,2.83,31,31,2
"152","JAX","Trent Baalke","T",77.5,314.1,107.64,33.96,5.12,1.79,7.44,4.59,28.94,76,79.5,313,315,105,111,33.8,34.1,4.98,5.3,1.77,1.82,7.44,7.44,4.59,4.59,28.5,29.5,2
"153","JAX","Trent Baalke","TE",76.5,252.4,122.13,31.71,4.73,1.61,7.22,4.43,36.16,76,77.5,251,253,118,124,31.1,33,4.7,4.79,1.57,1.69,7.14,7.25,4.36,4.46,36,36.5,2
"154","JAX","Trent Baalke","WR",71.7,213.4,125,31.03,4.43,1.56,7.02,4.16,39.5,70,74,204,226,125,125,29,33.8,4.43,4.43,1.56,1.56,7.02,7.02,4.16,4.16,39.5,39.5,2
"155","KC","Brett Veach","C",76,312,112,32.5,5.09,1.74,7.54,4.46,33,76,76,312,312,112,112,32.5,32.5,5.09,5.09,1.74,1.74,7.54,7.54,4.46,4.46,33,33,1
"156","KC","Brett Veach","CB",72,196.7,126.07,31.06,4.45,1.53,7.03,4.3,37.58,70.1,74.9,189,206,117,131,29.8,32.9,4.37,4.53,1.5,1.59,7.02,7.06,4.14,4.39,34,41,9
"157","KC","Brett Veach","DI",73.1,321,99.49,32.56,5.18,1.78,7.88,4.81,28.63,72.4,74.8,314,332,96,105,31.5,33.5,5.01,5.33,1.73,1.82,7.57,8.15,4.62,5.02,27,30.5,4
"158","KC","Brett Veach","ED",75.4,264.1,120.28,33.42,4.78,1.63,7.23,4.31,35.32,74,77.5,243,283,110,129,32.5,34.6,4.61,4.87,1.57,1.65,6.94,7.63,2.84,4.65,32.5,38,6
"159","KC","Brett Veach","G",77.1,318.9,102.71,34.04,5.27,1.79,7.83,4.87,27.36,76.2,77.4,310,322,99,112,32.2,35,5.11,5.32,1.77,1.81,7.43,8.11,4.66,4.96,25,31,3
"160","KC","Brett Veach","HB",67.5,206.5,123.05,29.18,4.58,1.59,6.98,4.29,39.03,67.2,70.4,198,216,118,126,29,30.5,4.37,4.6,1.49,1.6,6.93,7.09,4.27,4.3,33,39.5,3
"161","KC","Brett Veach","LB",72.7,238.5,124.5,31.77,4.54,1.61,7.04,4.24,35.87,71.1,74.6,223,250,115,136,31,32.6,4.46,4.61,1.5,1.71,6.64,7.4,3.94,4.5,32,40.5,4
"162","KC","Brett Veach","S",71.7,203.2,131.03,31.13,4.45,1.56,6.98,4.27,40.74,70.2,72.2,199,205,120,141,30.4,31.4,4.38,4.51,1.52,1.57,6.86,7.25,4.2,4.37,35,44,4
"163","KC","Brett Veach","T",77.5,310.9,111,34.7,5.1,1.73,NA,NA,28.5,77,78,307,315,111,111,34.2,35.1,5.1,5.1,1.73,1.73,Inf,-Inf,Inf,-Inf,28.5,28.5,2
"164","KC","Brett Veach","TE",75,240,115,31.62,4.57,1.61,6.83,4.37,35,75,75,240,240,115,115,31.6,31.6,4.57,4.57,1.61,1.61,6.83,6.83,4.37,4.37,35,35,1
"165","KC","Brett Veach","WR",71.1,196.1,124.38,31.46,4.43,1.51,6.96,4.26,37.25,69.9,73,187,204,119,128,30.2,32.8,4.33,4.51,1.46,1.64,6.75,7.13,4.23,4.32,34.5,41,4
"166","LA","Les Snead","C",74.7,303,99,32.38,5.38,1.87,7.81,4.71,26.5,73,76.5,300,306,99,99,32.4,32.4,5.34,5.43,1.87,1.87,7.81,7.81,4.71,4.71,26.5,26.5,2
"167","LA","Les Snead","CB",70.3,191.5,122.44,31.65,4.48,1.58,6.98,4.21,37.03,67,73.9,178,204,114,133,29,33.2,4.38,4.79,1.47,1.66,6.45,7.26,3.97,4.4,31,43,11
"168","LA","Les Snead","DI",74.7,303.6,108.48,33.36,5.02,1.72,7.36,4.6,29.81,72.6,77,285,322,96,116,31.2,35,4.69,5.31,1.63,1.83,7.08,8.03,4.39,4.81,26.5,33,8
"169","LA","Les Snead","ED",75.2,256.9,119.61,33.42,4.75,1.67,7.06,4.42,34.92,71.4,77.2,235,283,106,130,32.4,34.5,4.5,5.03,1.53,1.85,4.8,7.44,4.31,4.7,25.5,40,13
"170","LA","Les Snead","G",76.4,320.3,102.2,33.54,5.2,1.81,7.73,4.65,27.58,73.8,78.2,301,338,98,112,33,34.6,4.9,5.58,1.71,1.94,7.41,7.87,4.22,4.9,23.5,31,8
"171","LA","Les Snead","HB",70.4,211.1,120.93,30.83,4.49,1.52,6.95,4.31,34.78,68.4,72.6,192,222,116,135,28.6,31.6,4.39,4.65,1.42,1.58,6.7,7.13,4.12,4.51,32,40.5,11
"172","LA","Les Snead","LB",73.9,237.9,121.64,33.06,4.71,1.64,7.2,4.32,34.55,70.9,77,211,250,116,126,30.5,35.2,4.56,4.91,1.57,1.69,6.88,7.48,4.04,4.39,30.5,38.5,10
"173","LA","Les Snead","QB",75.7,214.9,110.38,32.44,4.85,1.69,7.2,4.43,28.38,71,77.6,192,229,105,118,28.9,33.5,4.67,5.14,1.59,1.87,7.17,7.43,4.2,4.47,27,33.5,4
"174","LA","Les Snead","S",72.7,209.5,122.23,31.5,4.61,1.59,6.88,4.2,37.02,70,74.5,192,220,115,131,29.5,33.1,4.45,4.78,1.52,1.64,6.72,7.16,3.99,4.51,33.5,43,10
"175","LA","Les Snead","T",77.2,323.4,107.92,34.52,5.1,1.79,7.83,4.8,28.59,73.9,79.4,306,332,96,116,33.5,35,4.92,5.48,1.72,1.92,7.36,8.28,4.61,4.88,24.5,33.5,9
"176","LA","Les Snead","TE",76.3,243.3,122.24,32.93,4.67,1.62,7.07,4.33,35.83,75,78,239,249,115,126,32.1,34,4.62,4.84,1.6,1.67,6.88,7.31,4.28,4.45,30.5,38.5,5
"177","LA","Les Snead","WR",72,193.4,119.52,31.68,4.46,1.58,6.93,4.15,33.47,68.5,77,155,220,115,133,29.2,34.2,4.34,4.65,1.49,1.66,6.54,7.32,4.01,4.38,31,40.5,14
"178","LV","Tom Telesco","C",76.6,301.6,111,32.27,5.09,1.75,7.5,4.69,33.5,75.8,77,298,310,111,111,31.8,32.5,5.09,5.09,1.75,1.75,7.5,7.5,4.69,4.69,33.5,33.5,2
"179","LV","Tom Telesco","CB",70.2,189.8,126.24,30.44,4.44,1.51,6.83,4.1,37.25,68.9,72.6,180,210,117,136,29.8,32.1,4.38,4.6,1.47,1.58,6.67,7.3,4,4.52,33,40.5,8
"180","LV","Tom Telesco","DI",76.1,305.5,108.43,33.56,5.07,1.75,7.63,4.52,30.39,73.2,78.5,293,337,88,115,31.8,34.4,4.93,5.47,1.69,1.86,7.31,8,4.33,4.75,26,33.5,7
"181","LV","Tom Telesco","ED",75.7,260.2,117.61,33.05,4.76,1.65,7.05,4.34,33.18,74,77.2,244,280,111,120,31,33.8,4.57,4.92,1.55,1.8,6.89,7.44,4.21,4.68,31.5,37.5,9
"182","LV","Tom Telesco","G",75.5,317.6,107.62,34.17,5.21,1.81,7.52,4.72,28.63,74,76.6,303,339,98,112,32.2,36.6,4.98,5.5,1.74,1.91,7.38,7.7,4.46,5,24,32,8
"183","LV","Tom Telesco","HB",72.1,213.9,121.26,31.96,4.56,1.62,7,4.19,33.17,70.4,74.1,199,228,108,126,30.6,32.4,4.49,4.7,1.57,1.73,6.75,7.06,4.07,4.47,30,38.5,7
"184","LV","Tom Telesco","LB",73.5,236.4,120.42,32.43,4.64,1.61,7.06,4.27,34.88,70.8,75.8,218,254,113,129,31,33.9,4.44,4.82,1.53,1.67,6.67,7.21,4.14,4.35,32,38,9
"185","LV","Tom Telesco","QB",77.3,232.9,121.45,32.64,4.68,1.62,7.03,4.42,34.66,73,78.2,207,236,112,123,30.4,32.9,4.52,4.97,1.55,1.71,6.65,7.26,4.05,4.55,29,35.5,4
"186","LV","Tom Telesco","S",73.1,208.3,129.22,32.27,4.5,1.57,7.15,4.26,38.54,70.5,74.1,195,215,119,132,30.9,33,4.36,4.62,1.54,1.67,6.81,7.34,4.08,4.34,32,40,5
"187","LV","Tom Telesco","T",76.8,305,112.02,33.25,4.98,1.71,7.54,4.52,32.24,76.2,78.1,298,311,107,114,32.8,34,4.88,5.27,1.68,1.8,7.48,7.84,4.45,4.7,26,33.5,4
"188","LV","Tom Telesco","TE",76.6,249,113,32.58,4.68,1.6,7.16,4.41,31.5,76,76.9,247,250,113,113,32.2,32.8,4.68,4.68,1.6,1.6,7.16,7.16,4.41,4.41,31.5,31.5,2
"189","LV","Tom Telesco","WR",74,208.5,124.79,32.44,4.52,1.6,7.13,4.26,35.19,68,75.6,163,226,114,134,29.1,33.6,4.36,4.6,1.46,1.66,6.56,7.31,4.03,4.38,30.5,40.5,9
"190","LV","Dave Ziegler","DI",76,317.4,112,32.73,5.25,1.8,8.21,4.96,25.51,75.9,76.1,297,330,112,112,32.2,33.5,5,5.41,1.69,1.86,7.89,8.41,4.81,5.05,21.5,32,2
"191","LV","Dave Ziegler","G",74.6,311,108,33.12,4.93,1.66,7.78,4.7,26.5,74.6,74.6,311,311,108,108,33.1,33.1,4.93,4.93,1.66,1.66,7.78,7.78,4.7,4.7,26.5,26.5,1
"192","LV","Dave Ziegler","HB",71.9,213,127.35,31.54,4.45,1.54,7.12,4.31,33.58,71.8,72.5,208,214,124,128,31.5,31.8,4.4,4.69,1.51,1.69,7.12,7.12,4.31,4.31,33.5,34,2
"193","LV","Dave Ziegler","T",77.8,328,104,35.12,5.39,1.8,7.74,4.77,22,77.8,77.8,328,328,104,104,35.1,35.1,5.39,5.39,1.8,1.8,7.74,7.74,4.77,4.77,22,22,1
"194","MIA","Chris Grier","CB",71.9,194.9,126.75,31.51,4.48,1.56,7.07,4.21,35.23,70.4,73.2,180,201,121,134,30.1,32.2,4.4,4.58,1.49,1.61,6.7,7.18,4.15,4.32,29.5,38.5,6
"195","MIA","Chris Grier","DI",76.1,312.6,107.97,33.03,5.09,1.77,7.86,4.69,28.99,74.6,78.1,304,315,104,111,32.4,34.4,5.04,5.27,1.76,1.83,7.58,7.95,4.55,4.91,28,29.5,4
"196","MIA","Chris Grier","ED",76,256.6,117.62,32.76,4.69,1.62,7.19,4.26,34.22,74.4,77.4,232,275,109,125,32.4,33.9,4.56,4.89,1.51,1.72,6.89,7.47,4.13,4.42,31,39,6
"197","MIA","Chris Grier","G",76.6,315.5,108.35,33.63,5.26,1.82,7.86,4.85,28.01,75.1,77.1,309,337,102,111,32.2,34.2,5.23,5.34,1.81,1.84,7.83,7.88,4.81,4.93,25.5,28.5,4
"198","MIA","Chris Grier","HB",71.3,209.3,118.03,30.94,4.45,1.57,7.05,4.3,34,68.5,73.5,189,236,111,123,29.1,32.8,4.32,4.8,1.49,1.71,6.91,7.31,4.21,4.36,32,39.5,6
"199","MIA","Chris Grier","LB",73.6,233.8,124.87,32.47,4.55,1.59,7.09,4.25,36.57,72,74,229,240,121,129,31.5,33,4.47,4.61,1.52,1.62,6.88,7.25,4.15,4.39,33,42,4
"200","MIA","Chris Grier","QB",72.3,216.7,106.54,30.62,5.1,1.74,7.3,4.43,28.57,72,75.4,213,217,103,112,30.5,32,4.91,5.22,1.62,1.81,7,7.49,4.28,4.52,27,31,3
"201","MIA","Chris Grier","S",72.2,203.7,122.95,31.05,4.46,1.53,NA,4.14,33.98,72,72.5,198,207,121,126,30.1,31.4,4.46,4.46,1.52,1.55,Inf,-Inf,4.14,4.14,33,35.5,3
"202","MIA","Chris Grier","T",77.4,316.1,110.95,33.6,5.09,1.74,7.77,4.66,29.12,76.9,78.5,298,323,103,115,32.4,36.2,5.07,5.18,1.73,1.83,7.39,7.95,4.58,5.02,26.5,31,6
"203","MIA","Chris Grier","TE",77.1,249.4,122.47,33.47,4.65,1.6,7.05,4.23,36.04,74.1,77.5,231,254,110,129,31.8,34.1,4.54,4.81,1.56,1.67,6.76,7.41,4.1,4.42,31,41,4
"204","MIA","Chris Grier","WR",70.6,191.4,122.42,31,4.51,1.58,7.09,4.33,35.86,65.9,75,165,235,117,127,29.6,33.5,4.37,4.63,1.54,1.7,6.94,7.2,4.03,4.55,35,36.5,7
"205","MIN","Kwesi Adofo-Mensah","CB",72.4,190,128.33,31.65,4.49,1.54,7.18,4.21,35.57,71,74,178,197,125,132,31,32.5,4.46,4.55,1.53,1.54,7.07,7.31,4.09,4.35,34.5,36,4
"206","MIN","Kwesi Adofo-Mensah","DI",75,305,101,32.75,5.17,1.82,8.01,5,26,75,75,305,305,101,101,32.8,32.8,5.17,5.17,1.82,1.82,8.01,8.01,5,5,26,26,1
"207","MIN","Kwesi Adofo-Mensah","ED",77.2,282,NA,34.5,NA,NA,NA,NA,NA,77.2,77.2,282,282,Inf,-Inf,34.5,34.5,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,1
"208","MIN","Kwesi Adofo-Mensah","G",75.2,307,102,33.62,5.02,1.68,7.81,4.76,20.5,75.2,75.2,307,307,102,102,33.6,33.6,5.02,5.02,1.68,1.68,7.81,7.81,4.76,4.76,20.5,20.5,1
"209","MIN","Kwesi Adofo-Mensah","HB",70.8,205.7,121,31.61,4.38,1.46,7.4,4.41,31,70,71.2,204,209,121,121,30.6,32.1,4.38,4.38,1.46,1.46,7.4,7.4,4.41,4.41,31,31,2
"210","MIN","Kwesi Adofo-Mensah","LB",72.2,226,124,32.62,4.56,1.55,NA,NA,36.5,72.2,72.2,226,226,124,124,32.6,32.6,4.56,4.56,1.55,1.55,Inf,-Inf,Inf,-Inf,36.5,36.5,1
"211","MIN","Kwesi Adofo-Mensah","QB",72,207,NA,29.75,4.63,1.59,7.06,4.19,NA,72,72,207,207,Inf,-Inf,29.8,29.8,4.63,4.63,1.59,1.59,7.06,7.06,4.19,4.19,Inf,-Inf,1
"212","MIN","Kwesi Adofo-Mensah","S",74.2,199,133,32.25,4.37,1.45,NA,NA,36.5,74.2,74.2,199,199,133,133,32.2,32.2,4.37,4.37,1.45,1.45,Inf,-Inf,Inf,-Inf,36.5,36.5,1
"213","MIN","Kwesi Adofo-Mensah","T",76.6,314,99,35.38,5.22,1.75,7.83,4.71,25.5,76.6,76.6,314,314,99,99,35.4,35.4,5.22,5.22,1.75,1.75,7.83,7.83,4.71,4.71,25.5,25.5,1
"214","MIN","Kwesi Adofo-Mensah","TE",76.5,258,111,31.75,4.71,1.63,7.09,4.26,30.5,76.5,76.5,258,258,111,111,31.8,31.8,4.71,4.71,1.63,1.63,7.09,7.09,4.26,4.26,30.5,30.5,1
"215","MIN","Kwesi Adofo-Mensah","WR",71,174.9,122.89,30.78,4.49,1.55,7.05,4.2,34.59,71,71.2,173,186,122,128,30.2,30.9,4.49,4.5,1.52,1.56,7.03,7.05,4.19,4.28,34,38,2
"216","NE","Bill Belichick","C",75.4,314.3,100.59,33.26,5.29,1.8,8.1,4.88,25.75,74.8,75.9,305,327,97,108,32.9,33.9,5.15,5.44,1.74,1.83,7.9,8.46,4.73,5.02,21.5,30.5,4
"217","NE","Bill Belichick","CB",71.9,195.3,125.37,31.36,4.47,1.58,6.8,4.15,36.86,68,75.6,171,215,116,133,28.9,32.8,4.33,4.64,1.48,1.66,6.39,7.03,4.01,4.63,32.5,43,16
"218","NE","Bill Belichick","DI",74.8,307.9,103.45,33.3,5.05,1.7,7.87,4.59,29.44,73.8,76.1,288,329,98,111,32.5,34.6,4.93,5.19,1.57,1.81,7.66,8.03,4.59,4.62,29,30,5
"219","NE","Bill Belichick","ED",76.2,266.3,118.19,33.82,4.77,1.67,7.11,4.36,33.95,74,77.5,248,293,100,124,32,35.6,4.59,5.1,1.57,1.76,6.9,7.82,4.07,4.69,29.5,37,13
"220","NE","Bill Belichick","G",75.8,313,110.4,32.57,5.12,1.78,7.52,4.67,27.62,73.4,76.9,295,344,96,120,31.2,34.4,4.95,5.52,1.71,1.88,7.44,8.15,4.5,5.27,23,32,10
"221","NE","Bill Belichick","HB",70.6,215.5,117.85,30.96,4.55,1.61,6.97,4.26,34.88,69.1,71.6,204,230,112,126,29.2,31.9,4.37,4.65,1.51,1.67,6.78,7.39,4.2,4.47,31.5,38.5,8
"222","NE","Bill Belichick","LB",74,248.8,117.24,32.66,4.63,1.64,7.3,4.45,32.96,71.2,76,208,265,111,129,30.5,33.6,4.45,4.84,1.52,1.71,6.89,7.55,4.2,4.64,29.5,38.5,13
"223","NE","Bill Belichick","QB",75.2,226,111.35,32.3,4.9,1.71,7.1,4.38,30.06,72.5,78.8,215,253,103,116,31,34.4,4.68,5.37,1.6,1.84,7.04,7.28,4.26,4.53,24,32,7
"224","NE","Bill Belichick","S",72.4,209.9,124.52,32.4,4.54,1.6,6.9,4.23,36.04,70.8,75,196,221,111,134,30.8,33.5,4.49,4.65,1.56,1.62,6.59,7.04,4.04,4.4,32,42,7
"225","NE","Bill Belichick","T",77.4,317.6,107.11,34.15,5.1,1.81,7.77,4.67,30.53,74.4,80.2,302,358,97,110,33.4,35.5,4.96,5.28,1.77,1.88,7.44,8.41,4.34,5,23.5,33,10
"226","NE","Bill Belichick","TE",76,257.1,116.81,32.78,4.77,1.66,7.08,4.29,31.57,75,77.8,253,266,108,125,30.5,34.4,4.71,4.94,1.62,1.76,6.99,7.15,4.19,4.51,29,34,5
"227","NE","Bill Belichick","WR",72.9,202.9,125.17,32.16,4.42,1.53,7.05,4.29,36.01,67,74.8,179,228,112,134,28,33.1,4.28,4.53,1.41,1.62,6.68,7.25,4.1,4.39,29,39.5,12
"228","NO","Mickey Loomis","C",75.9,303,107,33,4.89,1.72,8.28,4.62,31,75.9,75.9,303,303,107,107,33,33,4.89,4.89,1.72,1.72,8.28,8.28,4.62,4.62,31,31,1
